game_id,campeon,frases,resultado
1298157003#participant5,Morgana,"Buen uso del barón, Ingankeable, KDA alto, Alta participación en muertes, Ladrón épico, Sin centinelas de control, Mala visión",0
1298157003#participant6,Yone,"Buen uso del barón, Destructor de torretas, Ingankeable, Destructor de torretas temprano, Buen farmeador, Ladrón épico, Jugador seguro, Sin centinelas de control, Jugador pasivo",1
1298157003#participant7,Hecarim,"Buen uso del barón, Ladrón épico, Ávaro, Dejó de farmear, Sin centinelas de control, Baja participación en muertes, Mala visión",1
1298157003#participant8,Ekko,"Jugador agresivo, Buen uso del barón, Mucho daño con Ekko, Destructor de torretas, Buen duelista, Buen farmeador, Buena visión, Muere en ganks, Carril vulnerable",1
1298157003#participant9,Kog'Maw,"Jugador agresivo, Buen uso del barón, Mucho daño con Kog'Maw, Sin centinelas de control",1
1298157003#participant10,Lulu,"Buen uso del barón, KDA alto, Buena visión, Torretas ignoradas",1
1297221820#participant1,K'Sante,"Buen uso del barón, Mucho daño con K'Sante, Ingankeable, Buen duelista, Buen farmeador, KDA alto, Alta participación en muertes, Sobreviviente, Buena visión, Jugador seguro",1
1297221820#participant2,Dr. Mundo,"Jungla agresivo, Buen uso del barón, Destructor de torretas, Selección extraña, Ávaro, Malos ganks",1
1297221820#participant3,Vladimir,"Buen uso del barón, Ingankeable, Dejó de farmear, Poco daño con Vladimir, Mal duelista, Sin centinelas de control, Baja participación en muertes, Jugador pasivo, Carril vulnerable",1
1297221820#participant4,Jinx,"Jugador agresivo, Buen uso del barón, Mucho daño con Jinx, Destructor de torretas, Buen farmeador, KDA alto, Alta participación en muertes, Buena visión, Ávaro, Nivel 6 tardío, Carril vulnerable",1
1297221820#participant5,Leona,"Buen uso del barón, KDA alto, Alta participación en muertes, Sobreviviente, Carril vulnerable",1
1297221820#participant6,Jax,"Ingankeable, Buen farmeador, Hace split push, Sin centinelas de control, Jugador pasivo",0
1297221820#participant7,Sylas,"Jungla agresivo, Malos ganks, Dejó de farmear, Mala visión",0
1297221820#participant8,Annie,"Jugador agresivo, Buen duelista, Buen farmeador, Buena visión, Jugador seguro",0
1297221820#participant9,Xayah,"Jugador agresivo, Mucho daño con Xayah, Buen farmeador, Alta participación en muertes, Torretas ignoradas",0
1297221820#participant10,Pyke,"Alta participación en muertes, Torretas ignoradas, Nivel 6 tardío",0
1297239596#participant1,Aurelion Sol,"Jugador agresivo, Buen uso del barón, Ingankeable, KDA alto, Rotación excelente, Sobreviviente, Jugador seguro, Selección extraña, Torretas ignoradas, Nivel 6 tardío",1
1297239596#participant2,Kha'Zix,"Jungla agresivo, Buen uso del barón, Buen duelista, Buen farmeador, KDA alto, Baja participación en muertes, Nivel 6 tardío",1
1297239596#participant3,Zed,"Jugador agresivo, Buen uso del barón, Mucho daño con Zed, Destructor de torretas, Buen duelista, Buen farmeador, KDA alto, Alta participación en muertes, Rotación excelente, Ávaro, Hace split push, Sin centinelas de control",1
1297239596#participant4,Xayah,"Buen uso del barón, Buen farmeador, Sobreviviente, Buena visión, Jugador seguro, Poco daño con Xayah, Baja participación en muertes, Nivel 6 tardío, Jugador pasivo",1
1297239596#participant5,Senna,"Buen uso del barón, Destructor de torretas, Buena visión, Jugador seguro, Baja participación en muertes",1
1297239596#participant6,Renekton,"Jugador agresivo, Selección extraña, Hace split push, Carril vulnerable",0
1297239596#participant7,Viego,"Alta participación en muertes, Sobreviviente, Dejó de farmear, Mala visión",0
1297239596#participant8,Ziggs,"Destructor de torretas temprano, Selección extraña, Dejó de farmear, Jugador pasivo",0
1297239596#participant9,Twitch,"Ingankeable, Sobreviviente, Jugador seguro, Dejó de farmear, Jugador pasivo",0
1297239596#participant10,Amumu,"Torretas ignoradas, Muere en ganks, Entra a torre y muere, Mal duelista, Sin centinelas de control, Baja participación en muertes, Mala visión, Carril vulnerable",0
1297258241#participant1,Garen,"Ingankeable, Buen farmeador, Sobreviviente, Buena visión, Jugador seguro, Hace split push, Poco daño con Garen, Baja participación en muertes, Jugador pasivo",1
1297258241#participant2,Kha'Zix,"Jungla agresivo, KDA alto, Buena visión",1
1297258241#participant3,LeBlanc,"Jugador agresivo, Destructor de torretas, Ingankeable, Buen farmeador, KDA alto, Rotación excelente, Buena visión, Jugador seguro",1
1297258241#participant4,Quinn,"KDA alto, Selección extraña, Torretas ignoradas, Sin centinelas de control, Jugador pasivo",1
1297258241#participant5,Lulu,"Ingankeable, KDA alto, Alta participación en muertes, Invencible, Jugador seguro, Sin centinelas de control",1
1297258241#participant6,Kalista,"Selección extraña, Sin centinelas de control, Jugador pasivo",0
1297258241#participant7,Maestro Yi,"Alta participación en muertes, Malos ganks, Poco daño con Maestro Yi, Torretas ignoradas, Jungla pasivo",0
1297258241#participant8,Karma,"Selección extraña, Torretas ignoradas, Sin centinelas de control, Jugador pasivo",0
1297258241#participant9,Jinx,"Ingankeable, Poco daño con Jinx, Torretas ignoradas, Jugador pasivo",0
1297258241#participant10,Lux,"Torretas ignoradas, Baja participación en muertes",0
1298079181#participant1,Garen,"Buen farmeador, Jugador seguro, Poco daño con Garen, Baja participación en muertes, Jugador pasivo",1
1298079181#participant2,Kha'Zix,"Jungla agresivo, Buen farmeador, KDA alto, Alta participación en muertes",1
1298079181#participant3,Viktor,"Ingankeable, Buen farmeador, Invencible, Buena visión, Jugador seguro, Poco daño con Viktor, Baja participación en muertes, Jugador pasivo",1
1298079181#participant4,Kog'Maw,"Buen farmeador, Poco daño con Kog'Maw, Torretas ignoradas, Mala visión",1
1298079181#participant5,Nami,"Ingankeable, KDA alto, Invencible, Jugador seguro, Torretas ignoradas",1
1298079181#participant6,Aatrox,"Poco daño con Aatrox, Torretas ignoradas, Sin centinelas de control, Jugador pasivo",0
1298079181#participant7,Ekko,"Buen farmeador, Alta participación en muertes, Poco daño con Ekko, Torretas ignoradas",0
1298079181#participant8,Ahri,"Buen farmeador, Buena visión, Poco daño con Ahri, Torretas ignoradas, Jugador pasivo",0
1298079181#participant9,Tristana,"Buen farmeador, Buena visión, Poco daño con Tristana, Torretas ignoradas, Jugador pasivo",0
1298079181#participant10,Thresh,"Baja participación en muertes, Nivel 6 tardío, Mala visión",0
1298140996#participant1,Garen,"Jugador agresivo, Buen uso del barón, Mucho daño con Garen, Destructor de torretas, Buen duelista, Buen farmeador, KDA alto, Alta participación en muertes, Buena visión, Hace split push, Sin centinelas de control",1
1298140996#participant2,Nidalee,"Jungla agresivo, Buen uso del barón, Mucho daño con Nidalee, Destructor de torretas, Buen farmeador, KDA alto, Alta participación en muertes, Malos ganks, Sin centinelas de control, Nivel 6 tardío",1
1298140996#participant3,Ahri,"Buen uso del barón, Rotación excelente, Dejó de farmear, Poco daño con Ahri, Torretas ignoradas, Sin centinelas de control",1
1298140996#participant4,Kai'Sa,"Buen uso del barón, Mucho daño con Kai'Sa, Destructor de torretas, Ingankeable, Buen farmeador, KDA alto, Sobreviviente, Jugador seguro, Dejó de farmear, Sin centinelas de control, Jugador pasivo",1
1298140996#participant5,Pyke,"Buen uso del barón, Buena visión, Jugador seguro, Torretas ignoradas",1
1298140996#participant6,Swain,"Selección extraña, Dejó de farmear, Mal duelista, Jugador pasivo, Carril vulnerable",0
1298140996#participant7,Kha'Zix,"Jungla agresivo, Buen farmeador, Dejó de farmear",0
1298140996#participant8,Twisted Fate,"Destructor de torretas, Hace split push, Dejó de farmear, Sin centinelas de control, Mala visión",0
1298140996#participant9,Lucian,"Destructor de torretas, Destructor de torretas temprano, Jugador seguro, Dejó de farmear, Sin centinelas de control",0
1298140996#participant10,Thresh,"Destructor de torretas temprano, KDA alto, Buena visión, Jugador seguro",0
1298130337#participant1,Gnar,"Ingankeable, Alta participación en muertes, Rotación excelente, Dejó de farmear, Torretas ignoradas, Mal duelista, Malo para farmear, Jugador pasivo",0
1298130337#participant2,Graves,"Jungla agresivo, Alta participación en muertes, Malos ganks, Sin centinelas de control",0
1298130337#participant3,Aurelion Sol,"Jugador agresivo, Alta participación en muertes, Rotación excelente, Dejó de farmear, Sin centinelas de control",0
1298130337#participant4,Kai'Sa,"Jugador agresivo, Alta participación en muertes",0
1298130337#participant5,Senna,"Rotación excelente, Torretas ignoradas, Muere en ganks",0
1298130337#participant6,Pantheon,"Jugador agresivo, Mucho daño con Pantheon, Destructor de torretas, Buen duelista, Destructor de torretas temprano, Buen farmeador, KDA alto, Alta participación en muertes, Rotación excelente, Buena visión, Sin centinelas de control",1
1298130337#participant7,Jarvan IV,"Jungla agresivo, Destructor de torretas, Buen farmeador, Buena visión, Malos ganks",1
1298130337#participant8,Ekko,"Buen farmeador, Dejó de farmear, Baja participación en muertes, Jugador pasivo",1
1298130337#participant9,Vayne,"Jugador agresivo, Destructor de torretas, Ingankeable, Buen farmeador, Buena visión, Hace split push",1
1298130337#participant10,Ashe,Alta participación en muertes,1
1298119213#participant1,Sion,"Alta participación en muertes, Jugador seguro, Poco daño con Sion, Torretas ignoradas",0
1298119213#participant2,Amumu,"Jungla agresivo, Alta participación en muertes, Malos ganks, Torretas ignoradas",0
1298119213#participant3,Corki,"Buen farmeador, Poco daño con Corki, Torretas ignoradas, Sin centinelas de control, Baja participación en muertes, Jugador pasivo",0
1298119213#participant4,Caitlyn,"Buena visión, Poco daño con Caitlyn, Torretas ignoradas, Nivel 6 tardío",0
1298119213#participant5,Senna,"Alta participación en muertes, Buena visión",0
1298119213#participant6,Mordekaiser,"Mucho daño con Mordekaiser, Buen farmeador, KDA alto, Alta participación en muertes, Sin centinelas de control, Jugador pasivo",1
1298119213#participant7,Gragas,"Jungla agresivo, Buen farmeador, KDA alto, Alta participación en muertes, Buena visión",1
1298119213#participant8,Yasuo,"Jugador agresivo, Ingankeable, KDA alto, Rotación excelente, Sobreviviente, Buena visión, Jugador seguro, Hace split push",1
1298119213#participant9,Jinx,"Jugador agresivo, Buen farmeador, KDA alto, Jugador seguro",1
1298119213#participant10,Milio,"Buena visión, Muere en ganks",1
1295637602#participant1,Vladimir,"Jugador seguro, Selección extraña, Jugador pasivo",0
1295637602#participant2,Vi,"Malos ganks, Poco daño con Vi, Torretas ignoradas, Sin centinelas de control, Baja participación en muertes, Nivel 6 tardío, Jungla pasivo, Mala visión",0
1295637602#participant3,Yone,"Poco daño con Yone, Torretas ignoradas, Muere en ganks, Malo para farmear, Sin centinelas de control, Nivel 6 tardío, Jugador pasivo, Mala visión, Carril vulnerable",0
1295637602#participant4,Vayne,"Poco daño con Vayne, Torretas ignoradas, Sin centinelas de control, Nivel 6 tardío, Carril vulnerable",0
1295637602#participant5,Braum,"Ingankeable, Alta participación en muertes, Torretas ignoradas",0
1295637602#participant6,Illaoi,"Jugador agresivo, Ingankeable, Buen duelista, Destructor de torretas temprano, KDA alto, Sobreviviente, Jugador seguro, Selección extraña",1
1295637602#participant7,Lillia,"Jungla agresivo, Destructor de torretas, Destructor de torretas temprano, KDA alto, Invencible, Malo para farmear, Sin centinelas de control, Mala visión",1
1295637602#participant8,Ahri,"Ingankeable, Jugador seguro, Selección extraña, Jugador pasivo",1
1295637602#participant9,Caitlyn,"Jugador agresivo, Destructor de torretas, Destructor de torretas temprano, Buen farmeador, KDA alto, Rotación excelente, Sin centinelas de control",1
1295637602#participant10,Blitzcrank,"Destructor de torretas, Ingankeable, Destructor de torretas temprano, KDA alto, Rotación excelente, Buena visión",1
1295623454#participant1,Nasus,"Destructor de torretas, Ingankeable, KDA alto, Jugador seguro, Jugador pasivo",1
1295623454#participant2,Sylas,"Destructor de torretas, Buen farmeador, Sin centinelas de control",1
1295623454#participant3,Yone,"Buen farmeador, Muere en ganks",1
1295623454#participant4,Twitch,"Jugador agresivo, Destructor de torretas, Buen farmeador, Hace split push, Sin centinelas de control, Carril vulnerable",1
1295623454#participant5,Thresh,,1
1295623454#participant6,Garen,"Buen uso del barón, Buen farmeador, Rotación excelente, Derrota a pesar de ventaja, Sin centinelas de control, Jugador pasivo, Mala visión",0
1295623454#participant7,Xin Zhao,"Jungla agresivo, Buen uso del barón, Malos ganks, Torretas ignoradas, Derrota a pesar de ventaja, Nivel 6 tardío",0
1295623454#participant8,Yasuo,"Jugador agresivo, Buen uso del barón, Ingankeable, KDA alto, Alta participación en muertes, Rotación excelente, Derrota a pesar de ventaja, Sin centinelas de control",0
1295623454#participant9,Kai'Sa,"Jugador agresivo, Buen uso del barón, Ingankeable, Derrota a pesar de ventaja, Sin centinelas de control, Carril vulnerable",0
1295623454#participant10,Zyra,"Buen uso del barón, KDA alto, Buena visión, Torretas ignoradas, Derrota a pesar de ventaja",0
1297827069#participant1,Aatrox,"Mucho daño con Aatrox, Destructor de torretas, Ingankeable, Sobreviviente, Buena visión, Dejó de farmear, Malo para farmear, Jugador pasivo",1
1297827069#participant2,Vi,"Mucho daño con Vi, Destructor de torretas, KDA alto, Alta participación en muertes, Sobreviviente, Sin centinelas de control, Jungla pasivo",1
1297827069#participant3,Tristana,"Ingankeable, KDA alto, Sobreviviente, Selección extraña, Dejó de farmear, Jugador pasivo",1
1297827069#participant4,Heimerdinger,"Jugador seguro, Selección extraña, Dejó de farmear",1
1297827069#participant5,Shaco,"Destructor de torretas, Jugador seguro, Selección extraña, Sin centinelas de control",1
1297827069#participant6,Sett,"Destructor de torretas, Buena visión, Hace split push, Mal uso del barón, Mal duelista, Baja participación en muertes, Jugador pasivo",0
1297827069#participant7,Bel'Veth,"Mucho daño con Bel'Veth, Destructor de torretas, Buena visión, Mal uso del barón, Dejó de farmear, Baja participación en muertes, Jungla pasivo",0
1297827069#participant8,Gangplank,"Mucho daño con Gangplank, Buen duelista, Jugador seguro, Mal uso del barón, Jugador pasivo",0
1297827069#participant9,Kalista,"Mucho daño con Kalista, Ingankeable, Buen farmeador, Buena visión, Mal uso del barón, Jugador pasivo",0
1297827069#participant10,Milio,"Destructor de torretas, Ingankeable, Sobreviviente, Buena visión, Mal uso del barón",0
1297849683#participant1,Dr. Mundo,"Ingankeable, Buen farmeador, Invencible, Jugador seguro, Poco daño con Dr. Mundo, Torretas ignoradas, Sin centinelas de control, Jugador pasivo",0
1297849683#participant2,Talon,"Malos ganks, Poco daño con Talon, Malo para farmear, Sin centinelas de control, Baja participación en muertes, Nivel 6 tardío, Jungla pasivo",0
1297849683#participant3,Lucian,"Selección extraña, Torretas ignoradas, Sin centinelas de control, Jugador pasivo, Carril vulnerable",0
1297849683#participant4,Aphelios,"Poco daño con Aphelios, Torretas ignoradas, Malo para farmear, Sin centinelas de control, Jugador pasivo, Mala visión",0
1297849683#participant5,Rell,"Ingankeable, Torretas ignoradas, Baja participación en muertes, Mala visión",0
1297849683#participant6,Malzahar,"Ingankeable, Selección extraña, Torretas ignoradas, Jugador pasivo",1
1297849683#participant7,Poppy,"Jungla agresivo, KDA alto, Alta participación en muertes, Invencible, Sin centinelas de control, Mala visión",1
1297849683#participant8,Xerath,"Jugador agresivo, Buen farmeador, KDA alto, Poco daño con Xerath, Sin centinelas de control, Baja participación en muertes, Mala visión",1
1297849683#participant9,Caitlyn,"Jugador agresivo, Ingankeable, Destructor de torretas temprano, Buen farmeador, KDA alto, Mala visión",1
1297849683#participant10,Thresh,"Ingankeable, Destructor de torretas temprano, KDA alto, Invencible, Jugador seguro",1
1297809224#participant1,Mordekaiser,"Buen uso del barón, Destructor de torretas, Destructor de torretas temprano, Buen farmeador, Jugador seguro, Ávaro, Dejó de farmear, Sin centinelas de control",1
1297809224#participant2,Maestro Yi,"Buen uso del barón, Mucho daño con Maestro Yi, Destructor de torretas, Buen farmeador, KDA alto, Alta participación en muertes, Buena visión, Castigos malos",1
1297809224#participant3,Fizz,"Buen uso del barón, Buen farmeador",1
1297809224#participant4,Jhin,"Buen uso del barón, Ingankeable, Buen farmeador, KDA alto, Sobreviviente, Buena visión, Ávaro, Jugador pasivo",1
1297809224#participant5,Senna,"Buen uso del barón, Destructor de torretas, Buena visión, Carril vulnerable",1
1297809224#participant6,Urgot,"Ingankeable, Buena visión, Jugador seguro, Poco daño con Urgot, Torretas ignoradas, Jugador pasivo",0
1297809224#participant7,Gragas,"Alta participación en muertes, Ladrón épico, Buena visión, Malos ganks, Dejó de farmear",0
1297809224#participant8,Zed,"Destructor de torretas, Ingankeable, Buen farmeador, Rotación excelente, Jugador seguro, Dejó de farmear, Sin centinelas de control",0
1297809224#participant9,Xayah,"Jugador agresivo, Mucho daño con Xayah, Ingankeable, Buen farmeador, Ladrón épico, Sobreviviente, Buena visión, Jugador seguro",0
1297809224#participant10,Nami,"Ingankeable, Jugador seguro, Torretas ignoradas",0
1297849683#participant1,Dr. Mundo,"Ingankeable, Buen farmeador, Invencible, Jugador seguro, Poco daño con Dr. Mundo, Torretas ignoradas, Sin centinelas de control, Jugador pasivo",0
1297849683#participant2,Talon,"Malos ganks, Poco daño con Talon, Malo para farmear, Sin centinelas de control, Baja participación en muertes, Nivel 6 tardío, Jungla pasivo",0
1297849683#participant3,Lucian,"Selección extraña, Torretas ignoradas, Sin centinelas de control, Jugador pasivo, Carril vulnerable",0
1297849683#participant4,Aphelios,"Poco daño con Aphelios, Torretas ignoradas, Malo para farmear, Sin centinelas de control, Jugador pasivo, Mala visión",0
1297849683#participant5,Rell,"Ingankeable, Torretas ignoradas, Baja participación en muertes, Mala visión",0
1297849683#participant6,Malzahar,"Ingankeable, Selección extraña, Torretas ignoradas, Jugador pasivo",1
1297849683#participant7,Poppy,"Jungla agresivo, KDA alto, Alta participación en muertes, Invencible, Sin centinelas de control, Mala visión",1
1297849683#participant8,Xerath,"Jugador agresivo, Buen farmeador, KDA alto, Poco daño con Xerath, Sin centinelas de control, Baja participación en muertes, Mala visión",1
1297849683#participant9,Caitlyn,"Jugador agresivo, Ingankeable, Destructor de torretas temprano, Buen farmeador, KDA alto, Mala visión",1
1297849683#participant10,Thresh,"Ingankeable, Destructor de torretas temprano, KDA alto, Invencible, Jugador seguro",1
1297873571#participant1,Jayce,"Sin centinelas de control, Jugador pasivo, Mala visión",0
1297873571#participant2,Amumu,"Mucho daño con Amumu, Alta participación en muertes, Malo para farmear",0
1297873571#participant3,Sylas,"Buen farmeador, Alta participación en muertes, Rotación excelente, Torretas ignoradas, Sin centinelas de control, Jugador pasivo, Mala visión",0
1297873571#participant4,Kai'Sa,"Jugador agresivo, Alta participación en muertes, Rotación excelente, Torretas ignoradas, Muere en ganks, Carril vulnerable",0
1297873571#participant5,Leona,"Destructor de torretas, Buena visión",0
1297873571#participant6,Sion,"Buen uso del barón, Destructor de torretas, Ingankeable, Buen farmeador, KDA alto, Alta participación en muertes, Sobreviviente, Jugador seguro, Sin centinelas de control, Jugador pasivo",1
1297873571#participant7,Nocturne,"Jungla agresivo, Buen uso del barón, Mucho daño con Nocturne, Destructor de torretas, Buen duelista, KDA alto, Alta participación en muertes, Sobreviviente, Buena visión, Hace split push",1
1297873571#participant8,Yasuo,"Jugador agresivo, Buen uso del barón, Mucho daño con Yasuo, Destructor de torretas, Ingankeable, Buen farmeador, KDA alto, Rotación excelente, Buena visión, Jugador seguro",1
1297873571#participant9,Jinx,"Jugador agresivo, Buen uso del barón, Buena visión, Dejó de farmear, Baja participación en muertes",1
1297873571#participant10,Thresh,"Buen uso del barón, Muere en ganks, Baja participación en muertes",1
1297858497#participant1,Gangplank,"Buen farmeador, Muere en ganks, Sin centinelas de control, Baja participación en muertes, Jugador pasivo, Carril vulnerable",1
1297858497#participant2,Shyvana,"Buen farmeador, KDA alto, Buena visión, Poco daño con Shyvana, Baja participación en muertes, Jungla pasivo",1
1297858497#participant3,Pantheon,"Destructor de torretas, Buen farmeador, Buena visión, Poco daño con Pantheon, Baja participación en muertes, Jugador pasivo",1
1297858497#participant4,Ezreal,"Jugador agresivo, Ingankeable, Buen farmeador, KDA alto, Hace split push",1
1297858497#participant5,Pyke,,1
1297858497#participant6,Yone,"Ingankeable, Buena visión, Poco daño con Yone, Torretas ignoradas, Mal duelista, Baja participación en muertes, Jugador pasivo",0
1297858497#participant7,Shaco,"Jungla agresivo, Buen farmeador, Alta participación en muertes, Mala visión",0
1297858497#participant8,Zed,"Jugador seguro, Poco daño con Zed, Torretas ignoradas",0
1297858497#participant9,Jinx,"Ingankeable, Buen farmeador, Poco daño con Jinx, Torretas ignoradas, Baja participación en muertes, Nivel 6 tardío, Jugador pasivo",0
1297858497#participant10,Nautilus,"Torretas ignoradas, Baja participación en muertes, Carril vulnerable",0
1298153917#participant1,Irelia,"Buen farmeador, Poco daño con Irelia, Baja participación en muertes, Jugador pasivo",0
1298153917#participant2,Hecarim,Castigos malos,0
1298153917#participant3,Camille,"Buen farmeador, Buena visión, Dejó de farmear, Muere en ganks",0
1298153917#participant4,Vayne,"Ingankeable, Poco daño con Vayne, Carril vulnerable",0
1298153917#participant5,Teemo,"Ingankeable, Selección extraña, Torretas ignoradas, Nivel 6 tardío",0
1298153917#participant6,Kled,"Buena visión, Poco daño con Kled, Torretas ignoradas",1
1298153917#participant7,Ekko,"Buen farmeador, KDA alto, Invencible, Ávaro, Sin centinelas de control, Jungla pasivo, Mala visión",1
1298153917#participant8,Pantheon,"Jugador agresivo, Ingankeable, Buen duelista, Buen farmeador, KDA alto, Alta participación en muertes, Ladrón épico, Rotación excelente, Sobreviviente",1
1298153917#participant9,Ashe,"Jugador agresivo, Buen farmeador, Buena visión, Baja participación en muertes",1
1298153917#participant10,Soraka,"KDA alto, Buena visión, Jugador seguro, Torretas ignoradas",1
1298119372#participant1,Yone,"Buen uso del barón, Buen farmeador, Sin centinelas de control, Jugador pasivo",1
1298119372#participant2,Kayn,"Buen uso del barón, Mucho daño con Kayn, Buen farmeador, KDA alto, Alta participación en muertes, Sobreviviente, Buena visión",1
1298119372#participant3,Malzahar,"Buen uso del barón, Mucho daño con Malzahar, Destructor de torretas, Ingankeable, Buen farmeador, KDA alto, Rotación excelente, Sobreviviente, Jugador seguro",1
1298119372#participant4,Sivir,"Buen uso del barón, Ingankeable, KDA alto, Sobreviviente, Ávaro, Poco daño con Sivir, Sin centinelas de control, Jugador pasivo",1
1298119372#participant5,Lulu,"Buen uso del barón, Destructor de torretas, Buena visión, Nivel 6 tardío, Carril vulnerable",1
1298119372#participant6,Garen,"Buen farmeador, Sin centinelas de control, Jugador pasivo, Mala visión",0
1298119372#participant7,Sylas,"Buena visión, Poco daño con Sylas, Nivel 6 tardío",0
1298119372#participant8,Pantheon,"Ingankeable, Poco daño con Pantheon, Torretas ignoradas, Sin centinelas de control, Jugador pasivo",0
1298119372#participant9,Jinx,"Jugador agresivo, Ingankeable, Buen farmeador, Sobreviviente, Jugador seguro",0
1298119372#participant10,Thresh,"Alta participación en muertes, Muere en ganks",0
1297896520#participant1,Yorick,"Buena visión, Jugador seguro, Hace split push, Dejó de farmear, Malo para farmear, Derrota a pesar de ventaja, Baja participación en muertes, Jugador pasivo",0
1297896520#participant2,Nidalee,"Jungla agresivo, Mucho daño con Nidalee, Alta participación en muertes, Sobreviviente, Malos ganks, Malo para farmear, Derrota a pesar de ventaja, Sin centinelas de control",0
1297896520#participant3,Jayce,"Mucho daño con Jayce, Destructor de torretas temprano, Rotación excelente, Dejó de farmear, Malo para farmear, Derrota a pesar de ventaja, Sin centinelas de control, Jugador pasivo, Mala visión, Carril vulnerable",0
1297896520#participant4,Jinx,"Jugador agresivo, Destructor de torretas, Ingankeable, Buen farmeador, Alta participación en muertes, Rotación excelente, Buena visión, Dejó de farmear, Derrota a pesar de ventaja",0
1297896520#participant5,Heimerdinger,"Ingankeable, Rotación excelente, Buena visión, Derrota a pesar de ventaja",0
1297896520#participant6,Nasus,"Buen uso del barón, Mucho daño con Nasus, Destructor de torretas, Buen farmeador, KDA alto, Alta participación en muertes, Sobreviviente, Buena visión, Hace split push, Jugador pasivo",1
1297896520#participant7,Sylas,"Jungla agresivo, Buen uso del barón, Destructor de torretas, KDA alto, Sobreviviente",1
1297896520#participant8,Akali,"Jugador agresivo, Buen uso del barón, Sobreviviente, Buena visión, Dejó de farmear, Muere en ganks",1
1297896520#participant9,Caitlyn,"Buen uso del barón, Mucho daño con Caitlyn, Destructor de torretas, Buen duelista, Buen farmeador, Sobreviviente, Buena visión, Muere en ganks, Sin centinelas de control, Nivel 6 tardío, Carril vulnerable",1
1297896520#participant10,Lulu,"Buen uso del barón, Destructor de torretas, Ingankeable, Sobreviviente, Buena visión",1
1298144642#participant1,Fiora,"Destructor de torretas, Buena visión, Hace split push",0
1298144642#participant2,Viego,"Destructor de torretas, Malos ganks, Nivel 6 tardío, Jungla pasivo",0
1298144642#participant3,Veigar,"Mucho daño con Veigar, Ingankeable, Buen farmeador, KDA alto, Alta participación en muertes, Sobreviviente, Jugador seguro, Jugador pasivo",0
1298144642#participant4,Ezreal,"Ingankeable, Buena visión, Torretas ignoradas, Sin centinelas de control, Jugador pasivo, Carril vulnerable",0
1298144642#participant5,Morgana,"Alta participación en muertes, Rotación excelente, Buena visión, Torretas ignoradas",0
1298144642#participant6,Poppy,"Jugador agresivo, Buen uso del barón, Ingankeable, KDA alto, Alta participación en muertes, Buena visión, Torretas ignoradas",1
1298144642#participant7,Nocturne,"Jungla agresivo, Buen uso del barón, Mucho daño con Nocturne, Destructor de torretas, Buen farmeador, KDA alto, Buena visión, Ávaro, Hace split push",1
1298144642#participant8,Galio,"Buen uso del barón, Buen farmeador, Rotación excelente, Buena visión, Jugador seguro, Dejó de farmear, Poco daño con Galio, Baja participación en muertes, Jugador pasivo",1
1298144642#participant9,Vayne,"Jugador agresivo, Buen uso del barón, Mucho daño con Vayne, Destructor de torretas, Ingankeable, Buen farmeador, KDA alto, Alta participación en muertes",1
1298144642#participant10,Nautilus,"Buen uso del barón, Destructor de torretas, Ingankeable, KDA alto, Alta participación en muertes, Sobreviviente, Buena visión, Jugador seguro",1
1298162733#participant1,Sett,"Buena visión, Dejó de farmear, Poco daño con Sett, Derrota a pesar de ventaja, Baja participación en muertes",0
1298162733#participant2,Poppy,"Jungla agresivo, KDA alto, Alta participación en muertes, Sobreviviente, Buena visión, Torretas ignoradas, Derrota a pesar de ventaja, Nivel 6 tardío",0
1298162733#participant3,Pantheon,"Jugador agresivo, Alta participación en muertes, Rotación excelente, Buena visión, Dejó de farmear, Muere en ganks, Mal duelista, Derrota a pesar de ventaja, Carril vulnerable",0
1298162733#participant4,Varus,"Jugador agresivo, Destructor de torretas, Buen farmeador, Alta participación en muertes, Rotación excelente, Buena visión, Jugador seguro, Ávaro, Derrota a pesar de ventaja",0
1298162733#participant5,Karma,"KDA alto, Alta participación en muertes, Rotación excelente, Sobreviviente, Buena visión, Derrota a pesar de ventaja",0
1298162733#participant6,Yone,"Buen uso del barón, Mucho daño con Yone, Destructor de torretas, Buen duelista, Buen farmeador, KDA alto, Alta participación en muertes, Sobreviviente, Jugador pasivo",1
1298162733#participant7,Ekko,"Jungla agresivo, Buen uso del barón, Mucho daño con Ekko, Destructor de torretas, Buen duelista, Buen farmeador, Alta participación en muertes, Malos ganks, Sin centinelas de control",1
1298162733#participant8,Akshan,"Buen uso del barón, KDA alto, Sin centinelas de control, Jugador pasivo",1
1298162733#participant9,Kai'Sa,"Buen uso del barón, Destructor de torretas, Buen farmeador, Buena visión, Hace split push, Dejó de farmear, Poco daño con Kai'Sa, Sin centinelas de control, Jugador pasivo",1
1298162733#participant10,Thresh,"Buen uso del barón, KDA alto, Buena visión",1
1297885823#participant1,Yone,"Buen uso del barón, Mucho daño con Yone, Buena visión, Muere en ganks, Mal duelista, Jugador pasivo",1
1297885823#participant2,Lillia,"Jungla agresivo, Buen uso del barón, Mucho daño con Lillia, Destructor de torretas, Buen duelista, Buen farmeador, KDA alto, Alta participación en muertes, Castigos malos",1
1297885823#participant3,Vladimir,"Buen uso del barón, Destructor de torretas, Buen farmeador, Buena visión, Mal duelista, Baja participación en muertes, Jugador pasivo",1
